Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Stops,Total_Distance_km
3501,JSME,JASIDIH JN.,ANVT,ANAND VIHAR,5,1193
3502,ANVT,ANAND VIHAR,JSME,JASIDIH JN.,5,1193
4401,ANVT,ANAND VIHAR,SVDK,SHRI MATA VA,13,710
4402,SVDK,SHRI MATA VA,ANVT,ANAND VIHAR,13,710
4409,DLI,DELHI JN.,SVDK,SHRI MATA VA,7,653
4410,SVDK,SHRI MATA VA,DLI,DELHI JN.,7,653
4419,MAO,MADGOAN JN.,NZM,HAZRAT NIZAM,13,1916
4420,NZM,HAZRAT NIZAM,MAO,MADGOAN JN.,13,1924
4735,BKN,BIKANER JN.,HW,HARIDWAR JN,17,691
4736,HW,HARIDWAR JN,BKN,BIKANER JN.,17,691
4767,HMH,HANUMANGARH,SGNR,SHRI GANGANA,10,67
4768,SGNR,SHRI GANGANA,HMH,HANUMANGARH,10,67
4769,HMH,HANUMANGARH,SGNR,SHRI GANGANA,10,67
4770,SGNR,SHRI GANGANA,HMH,HANUMANGARH,10,67
4771,SDLP,SADULPUR JN,SGNR,SHRI GANGANA,24,232
4772,SGNR,SHRI GANGANA,SDLP,SADULPUR JN,24,232
4773,SGNR,SHRI GANGANA,SOG,SURATGARH JN,16,125
4774,SOG,SURATGARH JN,SGNR,SHRI GANGANA,10,125
4801,PBC,PARVATSAR CI,MKN,MAKRANA JN.,3,21
4802,MKN,MAKRANA JN.,PBC,PARVATSAR CI,3,21
4831,JU,JODHPUR JN.,HW,HARIDWAR JN,22,882
4832,HW,HARIDWAR JN,JU,JODHPUR JN.,22,881
4851,MTD,MERTA ROAD J,RTGH,RATANAGARH J,21,197
4852,RTGH,RATANAGARH J,MTD,MERTA ROAD J,21,197
4853,RTGH,RATANAGARH J,CUR,CHURU,6,42
4854,CUR,CHURU,RTGH,RATANAGARH J,6,42
4921,SRE,SAHARANPUR J,UMB,AMBALA CANTT,13,81
4922,UMB,AMBALA CANTT,SRE,SAHARANPUR J,13,81
4991,PTK,PATHANKOT JN,JAT,JAMMU TAWI,14,99
4992,JAT,JAMMU TAWI,PTK,PATHANKOT JN,14,99
5061,GKP,GORAKHPUR JN,BNY,BARHNI,5,112
5062,BNY,BARHNI,GKP,GORAKHPUR JN,5,112
5065,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.,15,503
5066,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.,15,505
5105,GKP,GORAKHPUR JN,BST,BASTI,4,64
5106,BST,BASTI,GKP,GORAKHPUR JN,4,64
5305,CPA,KANPUR ANWAR,FBD,FARRUKHABAD,11,136
5306,FBD,FARRUKHABAD,CPA,KANPUR ANWAR,11,136
5309,BC,BAREILLY CIT,LKU,LALKUA JN.,6,81
5310,LKU,LALKUA JN.,BC,BAREILLY CIT,6,81
5521,JMP,JAMALPUR JN.,SHC,SAHARSA JN.,12,81
5522,SHC,SAHARSA JN.,JMP,JAMALPUR JN.,12,81
5613,JLWC,JHALAWAR CIT,KOTA,KOTA,11,85
5614,KOTA,KOTA,JLWC,JHALAWAR CIT,9,85
5619,NLP,NORTH LAKHIM,MZS,MURKEONG SEL,20,153
5620,MZS,MURKEONG SEL,NLP,NORTH LAKHIM,20,153
5631,GHY,GUWAHATI,SCL,SILCHAR,10,380
5632,SCL,SILCHAR,GHY,GUWAHATI,10,379
5715,NJP,NEW JALPAIGU,KNE,KISHANGANJ,2,87
5716,KNE,KISHANGANJ,NJP,NEW JALPAIGU,2,87
5719,KIR,KATIHAR JN.,SGUJ,SILIGURI JN.,11,204
5720,SGUJ,SILIGURI JN.,KIR,KATIHAR JN.,11,205
5863,RNY,RANGIYA JN.,RPAN,RANGAPARA NO,15,89
5864,RPAN,RANGAPARA NO,RNY,RANGIYA JN.,15,88
5865,RNY,RANGIYA JN.,MZS,MURKEONG SEL,53,426
5866,MZS,MURKEONG SEL,RNY,RANGIYA JN.,53,425
6001,MS,CHENNAI EGMO,TEN,TIRUNELVELI,14,649
6002,TEN,TIRUNELVELI,MS,CHENNAI EGMO,15,649
6006,ERS,ERNAKULAM. J,MAS,CHENNAI CENT,14,699
6009,SRC,SANTRAGACHI,PDY,PONDICHERRY,27,1844
6010,PDY,PONDICHERRY,SRC,SANTRAGACHI,27,1843
6041,MAS,CHENNAI CENT,QLN,QUILON,19,849
6042,QLN,QUILON,MAS,CHENNAI CENT,20,851
6043,MAS,CHENNAI CENT,QLN,QUILON,18,849
6044,QLN,QUILON,MAS,CHENNAI CENT,19,852
6046,QLN,QUILON,MAS,CHENNAI CENT,19,852
6047,MAS,CHENNAI CENT,QLN,QUILON,19,849
6048,QLN,QUILON,MAS,CHENNAI CENT,20,852
6049,MS,CHENNAI EGMO,QLN,QUILON,19,855
6050,QLN,QUILON,MS,CHENNAI EGMO,20,857
6053,KCVL,KOCHUVELI,MAJN,MANGALORE JN,14,626
6054,MAJN,MANGALORE JN,KCVL,KOCHUVELI,14,627
6057,SRC,SANTRAGACHI,MAS,CHENNAI CENT,19,1656
6058,MAS,CHENNAI CENT,SRC,SANTRAGACHI,19,1655
6065,CGL,CHENGALPATTU,MDU,MADURAI JN,13,500
6066,MDU,MADURAI JN,CGL,CHENGALPATTU,13,501
6067,CGL,CHENGALPATTU,CBE,COIMBATORE,9,522
6068,CBE,COIMBATORE,CGL,CHENGALPATTU,9,522
6081,CBE,COIMBATORE,POY,POLLACHI,4,45
6082,POY,POLLACHI,CBE,COIMBATORE,4,45
6412,DSJ,DELHI-SAFDAR,PAY,PAYYANUR,21,2462
6512,MKM,MARIKUPPAM,BAND,BANASWADI,14,77
6513,BWT,BANGARPET JN,MKM,MARIKUPPAM,6,17
6541,YPR,YESVANTPUR J,PVR,PANDHARPUR,14,881
6542,PVR,PANDHARPUR,YPR,YESVANTPUR J,14,878
6547,YPR,YESVANTPUR J,ERS,ERNAKULAM. J,14,632
6548,ERS,ERNAKULAM. J,YPR,YESVANTPUR J,13,634
6579,YPR,YESVANTPUR J,VSKP,VISAKHAPATNA,21,1089
6580,VSKP,VISAKHAPATNA,YPR,YESVANTPUR J,21,1086
6581,YPR,YESVANTPUR J,BGM,BELGAUM,85,607
6582,BGM,BELGAUM,YPR,YESVANTPUR J,85,604
6591,YPR,YESVANTPUR J,HSRA,HOSUR,9,62
6592,HSRA,HOSUR,YPR,YESVANTPUR J,9,61
6593,WFD,WHITE FIELD,BYPL,BAIYYAPPANAH,4,10
6594,BYPL,BAIYYAPPANAH,WFD,WHITE FIELD,4,10
6595,YPR,YESVANTPUR J,DHL,DEVANHALLI,7,33
6596,DHL,DEVANHALLI,YPR,YESVANTPUR J,7,33
6647,KRBA,KORBA,BSP,BILASPUR JN.,8,89
6648,BSP,BILASPUR JN.,KRBA,KORBA,8,89
6769,PGTN,PALGHAT TOWN,PLNI,PALANI,11,116
6770,PLNI,PALANI,PGTN,PALGHAT TOWN,11,116
6851,KIK,KARAIKAL,NCR,NAGORE,3,10
6852,NCR,NAGORE,KIK,KARAIKAL,3,10
6853,KIK,KARAIKAL,NCR,NAGORE,3,10
6854,NCR,NAGORE,KIK,KARAIKAL,3,10
6919,UBL,HUBLI JN.,BJP,BIJAPUR JN,36,247
6920,BJP,BIJAPUR JN,UBL,HUBLI JN.,36,248
7005,HYB,HYDERABAD DE,RXL,RAXAUL JN.,34,2276
7006,RXL,RAXAUL JN.,HYB,HYDERABAD DE,34,2297
7007,SC,SECUNDERABAD,DBG,DARBHANGA JN,27,2023
7008,DBG,DARBHANGA JN,SC,SECUNDERABAD,28,2033
7016,KCG,KACHEGUDA,VSKP,VISAKHAPATNA,18,670
7044,TPTY,TIRUPATI,VSKP,VISAKHAPATNA,11,735
7061,COA,KAKINADA POR,BZA,VIJAYWADA JN,8,217
7062,VLNK,VELANKANNI,TPTY,TIRUPATI,14,437
7075,SC,SECUNDERABAD,CCT,KAKINADA TOW,17,554
7076,CCT,KAKINADA TOW,SC,SECUNDERABAD,17,553
7109,HYB,HYDERABAD DE,QLN,QUILON,40,1589
7110,QLN,QUILON,HYB,HYDERABAD DE,40,1593
7113,KRMR,KARIM NAGAR,QLN,QUILON,37,1543
7133,HYB,HYDERABAD DE,QLN,QUILON,39,1508
7134,QLN,QUILON,HYB,HYDERABAD DE,39,1511
7141,HYB,HYDERABAD DE,QLN,QUILON,39,1560
7142,QLN,QUILON,HYB,HYDERABAD DE,39,1563
7146,TPTY,TIRUPATI,KCG,KACHEGUDA,16,763
7149,SC,SECUNDERABAD,GHY,GUWAHATI,37,2563
7211,CCT,KAKINADA TOW,QLN,QUILON,36,1433
7212,QLN,QUILON,CCT,KAKINADA TOW,36,1436
7213,BZA,VIJAYWADA JN,QLN,QUILON,29,1221
7214,QLN,QUILON,BZA,VIJAYWADA JN,30,1226
7217,NS,NARASAPUR,QLN,QUILON,37,1360
7218,QLN,QUILON,NS,NARASAPUR,37,1363
7410,TPTY,TIRUPATI,AWB,AURANGABAD,29,1147
7417,TPTY,TIRUPATI,NSL,NAGARSOL,33,1330
7418,NSL,NAGARSOL,TPTY,TIRUPATI,33,1331
7425,KCG,KACHEGUDA,COA,KAKINADA POR,15,537
7426,COA,KAKINADA POR,KCG,KACHEGUDA,15,537
7429,SC,SECUNDERABAD,TPTY,TIRUPATI,11,742
7430,TPTY,TIRUPATI,SC,SECUNDERABAD,11,744
7431,CCT,KAKINADA TOW,TPTY,TIRUPATI,13,597
7432,TPTY,TIRUPATI,CCT,KAKINADA TOW,14,597
7435,CCT,KAKINADA TOW,SC,SECUNDERABAD,14,555
7436,SC,SECUNDERABAD,CCT,KAKINADA TOW,15,554
7438,KCG,KACHEGUDA,TATA,TATANAGAR JN,28,1533
7439,TATA,TATANAGAR JN,KCG,KACHEGUDA,28,1533
7487,TPTY,TIRUPATI,VSKP,VISAKHAPATNA,11,735
7505,AWB,AURANGABAD,QLN,QUILON,49,1973
7509,ADB,ADILABAD,QLN,QUILON,47,1886
7517,BIDR,BIDAR,PVR,PANDHARPUR,9,350
7525,SGUJ,SILIGURI JN.,NBQ,NEW BONGAIGA,33,322
7526,NBQ,NEW BONGAIGA,SGUJ,SILIGURI JN.,33,322
7603,KCG,KACHEGUDA,KJM,KRISHNA RAJA,14,624
7604,KJM,KRISHNA RAJA,KCG,KACHEGUDA,14,624
7607,NED,NANDED,TPTY,TIRUPATI,19,1014
7608,TPTY,TIRUPATI,NED,NANDED,19,1016
7613,NZB,NIZAMABAD,QLN,QUILON,38,1636
7614,QLN,QUILON,NZB,NIZAMABAD,39,1641
7644,CCT,KAKINADA TOW,TPTY,TIRUPATI,11,597
7645,RU,RENIGUNTA JN,CCT,KAKINADA TOW,10,587
7757,SC,SECUNDERABAD,BZA,VIJAYWADA JN,6,314
7758,BZA,VIJAYWADA JN,SC,SECUNDERABAD,6,314
7941,CCT,KAKINADA TOW,RU,RENIGUNTA JN,12,587
7942,TPTY,TIRUPATI,CCT,KAKINADA TOW,13,597
8001,KGP,KHARAGPUR,JGM,JHARGRAM,2,39
8002,JGM,JHARGRAM,KGP,KHARAGPUR,2,39
8014,MDN,MIDNAPORE,KGP,KHARAGPUR,4,12
8017,KGP,KHARAGPUR,JGM,JHARGRAM,6,39
8018,JGM,JHARGRAM,KGP,KHARAGPUR,6,39
8035,KGP,KHARAGPUR,BLS,BALASORE,19,120
8036,BLS,BALASORE,KGP,KHARAGPUR,19,120
8051,KGP,KHARAGPUR,JGM,JHARGRAM,3,39
8052,JGM,JHARGRAM,KGP,KHARAGPUR,5,39
8061,SHM,SHALIMAR,JP,JAIPUR JN.,24,1847
8062,JP,JAIPUR JN.,SHM,SHALIMAR,24,1838
8063,KGP,KHARAGPUR,BQA,BANKURA,17,115
8064,YPR,YESVANTPUR J,HWH,HOWRAH JN.,16,2039
8065,KGP,KHARAGPUR,BQA,BANKURA,17,115
8082,BQA,BANKURA,VSU,BISHNUPUR,6,30
8087,VSU,BISHNUPUR,BQA,BANKURA,6,30
8101,CBSA,CHAIBASA,CKP,CHAKARADHARP,5,40
8102,CKP,CHAKARADHARP,CBSA,CHAIBASA,5,40
8301,SBP,SAMBALPUR JN,BAND,BANASWADI,15,1567
8302,BAND,BANASWADI,SBP,SAMBALPUR JN,15,1567
8403,PURI,PURI,SRC,SANTRAGACHI,9,495
8404,SRC,SANTRAGACHI,PURI,PURI,9,497
8501,VSKP,VISAKHAPATNA,SC,SECUNDERABAD,13,700
8502,SC,SECUNDERABAD,VSKP,VISAKHAPATNA,13,698
8511,KRDL,KIRANDUL,VSKP,VISAKHAPATNA,12,471
8512,VSKP,VISAKHAPATNA,KRDL,KIRANDUL,12,471
8567,VSKP,VISAKHAPATNA,QLN,QUILON,29,1571
8568,QLN,QUILON,VSKP,VISAKHAPATNA,29,1578
8573,VSKP,VISAKHAPATNA,TPTY,TIRUPATI,15,760
8574,TPTY,TIRUPATI,VSKP,VISAKHAPATNA,15,759
8581,BPQ,BALHARSHAH,CAF,CHANDAFORT,2,11
8582,CAF,CHANDAFORT,BPQ,BALHARSHAH,2,11
8617,RNC,RANCHI,ANVT,ANAND VIHAR,15,1365
8618,ANVT,ANAND VIHAR,RNC,RANCHI,15,1356
8627,HWH,HOWRAH JN.,RNC,RANCHI,13,484
8628,RNC,RANCHI,HWH,HOWRAH JN.,14,481
8872,DURG,DURG,G,GONDIA JN.,17,133
9003,BDTS,BANDRA TERMI,NZM,HAZRAT NIZAM,5,1355
9004,NZM,HAZRAT NIZAM,BDTS,BANDRA TERMI,5,1358
9005,BCT,MUMBAI CENTR,NDLS,NEW DELHI,4,1373
9006,NDLS,NEW DELHI,BCT,MUMBAI CENTR,4,1376
9011,BDTS,BANDRA TERMI,BKN,BIKANER JN.,20,1209
9012,BKN,BIKANER JN.,BDTS,BANDRA TERMI,20,1211
9433,BDTS,BANDRA TERMI,GIMB,GANDHIDHAM J,14,780
9434,GIMB,GANDHIDHAM J,BDTS,BANDRA TERMI,14,780
9621,AII,AJMER JN.,BDTS,BANDRA TERMI,12,1281
9622,BDTS,BANDRA TERMI,AII,AJMER JN.,12,1281
9721,JP,JAIPUR JN.,UDZ,UDAIPUR CITY,12,429
9722,UDZ,UDAIPUR CITY,JP,JAIPUR JN.,12,429
9761,SGNR,SHRI GANGANA,SOG,SURATGARH JN,13,125
9809,KOTA,KOTA,NZM,HAZRAT NIZAM,11,447
9810,NZM,HAZRAT NIZAM,KOTA,KOTA,11,450
10103,CSMT,CST-MUMBAI,MAO,MADGOAN JN.,20,590
10104,MAO,MADGOAN JN.,CSMT,CST-MUMBAI,20,594
10111,CSMT,CST-MUMBAI,MAO,MADGOAN JN.,20,590
10112,MAO,MADGOAN JN.,CSMT,CST-MUMBAI,20,594
10215,MAO,MADGOAN JN.,ERS,ERNAKULAM. J,13,726
10216,ERS,ERNAKULAM. J,MAO,MADGOAN JN.,13,727
11001,SNSI,SAI NAGAR SH,PVR,PANDHARPUR,12,348
11002,PVR,PANDHARPUR,SNSI,SAI NAGAR SH,12,348
11003,DR,DADAR,SWV,SAWANTWADI R,21,502
11004,SWV,SAWANTWADI R,DR,DADAR,21,504
11005,DR,DADAR,PDY,PONDICHERRY,39,1636
11006,PDY,PONDICHERRY,DR,DADAR,38,1639
11007,CSMT,CST-MUMBAI,PUNE,PUNE JN.,12,191
11008,PUNE,PUNE JN.,CSMT,CST-MUMBAI,11,191
11009,CSMT,CST-MUMBAI,PUNE,PUNE JN.,12,191
11010,PUNE,PUNE JN.,CSMT,CST-MUMBAI,11,191
11011,LTT,LOKMANYA TIL,NED,NANDED,16,723
11012,NED,NANDED,LTT,LOKMANYA TIL,16,723
11013,LTT,LOKMANYA TIL,CBE,COIMBATORE,34,1515
11014,CBE,COIMBATORE,LTT,LOKMANYA TIL,34,1515
11015,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,47,1678
11016,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,46,1677
11017,LTT,LOKMANYA TIL,KIK,KARAIKAL,30,1631
11018,KIK,KARAIKAL,LTT,LOKMANYA TIL,30,1634
11019,CSMT,CST-MUMBAI,BBS,BHUBANESWAR,39,1941
11020,BBS,BHUBANESWAR,CSMT,CST-MUMBAI,40,1941
11021,DR,DADAR,TEN,TIRUNELVELI,40,1843
11022,TEN,TIRUNELVELI,DR,DADAR,39,1845
11023,CSMT,CST-MUMBAI,KOP,CHHATRAPATI,28,517
11024,KOP,CHHATRAPATI,CSMT,CST-MUMBAI,31,517
11025,BSL,BHUSAVAL JN.,PUNE,PUNE JN.,19,545
11026,PUNE,PUNE JN.,BSL,BHUSAVAL JN.,19,545
11027,CSMT,CST-MUMBAI,MAS,CHENNAI CENT,52,1281
11028,MAS,CHENNAI CENT,CSMT,CST-MUMBAI,52,1283
11029,CSMT,CST-MUMBAI,KOP,CHHATRAPATI,35,517
11030,KOP,CHHATRAPATI,CSMT,CST-MUMBAI,34,517
11031,SUR,SOLAPUR,BJP,BIJAPUR JN,5,108
11032,BJP,BIJAPUR JN,SUR,SOLAPUR,5,108
11033,PUNE,PUNE JN.,DBG,DARBHANGA JN,30,1955
11034,DBG,DARBHANGA JN,PUNE,PUNE JN.,30,1953
11035,DR,DADAR,MYS,MYSORE JN.,27,1210
11036,MYS,MYSORE JN.,DR,DADAR,26,1213
11037,PUNE,PUNE JN.,GKP,GORAKHPUR JN,17,1777
11038,GKP,GORAKHPUR JN,PUNE,PUNE JN.,17,1777
11039,KOP,CHHATRAPATI,G,GONDIA JN.,62,1352
11040,G,GONDIA JN.,KOP,CHHATRAPATI,60,1353
11041,CSMT,CST-MUMBAI,MAS,CHENNAI CENT,36,1281
11042,MAS,CHENNAI CENT,CSMT,CST-MUMBAI,34,1283
11043,LTT,LOKMANYA TIL,MDU,MADURAI JN,27,1696
11044,MDU,MADURAI JN,LTT,LOKMANYA TIL,26,1700
11045,KOP,CHHATRAPATI,DHN,DHANBAD JN.,39,2894
11046,DHN,DHANBAD JN.,KOP,CHHATRAPATI,39,2892
11047,MRJ,MIRAJ JN.,UBL,HUBLI JN.,12,278
11048,UBL,HUBLI JN.,MRJ,MIRAJ JN.,12,279
11049,ADI,AHMEDABAD,KOP,CHHATRAPATI,18,949
11050,KOP,CHHATRAPATI,ADI,AHMEDABAD,18,949
11051,SUR,SOLAPUR,KOP,CHHATRAPATI,9,314
11052,KOP,CHHATRAPATI,SUR,SOLAPUR,9,314
11053,LTT,LOKMANYA TIL,AMH,AZAMGARH,17,1552
11054,AMH,AZAMGARH,LTT,LOKMANYA TIL,17,1551
11055,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,23,1732
11056,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,23,1732
11057,CSMT,CST-MUMBAI,ASR,AMRITSAR JN.,90,2026
11058,ASR,AMRITSAR JN.,CSMT,CST-MUMBAI,91,2029
11059,LTT,LOKMANYA TIL,CPR,CHHAPRA JN.,24,1772
11060,CPR,CHHAPRA JN.,LTT,LOKMANYA TIL,24,1770
11061,LTT,LOKMANYA TIL,DBG,DARBHANGA JN,41,1885
11062,DBG,DARBHANGA JN,LTT,LOKMANYA TIL,39,1883
11063,MS,CHENNAI EGMO,SA,SALEM JN.,14,352
11064,SA,SALEM JN.,MS,CHENNAI EGMO,14,352
11067,LTT,LOKMANYA TIL,FD,FAIZABAD JN.,20,1510
11068,FD,FAIZABAD JN.,LTT,LOKMANYA TIL,20,1509
11071,LTT,LOKMANYA TIL,BSB,VARANASI JN.,43,1645
11072,BSB,VARANASI JN.,LTT,LOKMANYA TIL,41,1647
11073,LTT,LOKMANYA TIL,MAS,CHENNAI CENT,18,1265
11074,MAS,CHENNAI CENT,LTT,LOKMANYA TIL,17,1267
11075,LTT,LOKMANYA TIL,BIDR,BIDAR,13,651
11076,BIDR,BIDAR,LTT,LOKMANYA TIL,13,651
11077,PUNE,PUNE JN.,JAT,JAMMU TAWI,67,2155
11078,JAT,JAMMU TAWI,PUNE,PUNE JN.,65,2157
11079,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,25,1745
11080,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,24,1745
11081,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,20,1731
11082,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,19,1731
11083,LTT,LOKMANYA TIL,KZJ,KAZIPET JN.,29,1153
11084,KZJ,KAZIPET JN.,LTT,LOKMANYA TIL,28,1153
11085,LTT,LOKMANYA TIL,MAO,MADGOAN JN.,11,574
11086,MAO,MADGOAN JN.,LTT,LOKMANYA TIL,11,578
11087,VRL,VERAVAL,PUNE,PUNE JN.,26,1053
11088,PUNE,PUNE JN.,VRL,VERAVAL,25,1053
11089,BGKT,BHAGAT-KI-KO,PUNE,PUNE JN.,26,1074
11090,PUNE,PUNE JN.,BGKT,BHAGAT-KI-KO,26,1072
11091,BHUJ,NEW BHUJ,PUNE,PUNE JN.,24,981
11092,PUNE,PUNE JN.,BHUJ,NEW BHUJ,24,981
11093,CSMT,CST-MUMBAI,BSB,VARANASI JN.,27,1516
11094,BSB,VARANASI JN.,CSMT,CST-MUMBAI,26,1515
11095,ADI,AHMEDABAD,PUNE,PUNE JN.,17,623
11096,PUNE,PUNE JN.,ADI,AHMEDABAD,16,622
11097,PUNE,PUNE JN.,ERS,ERNAKULAM. J,33,1278
11098,ERS,ERNAKULAM. J,PUNE,PUNE JN.,32,1279
11101,PUNE,PUNE JN.,GWL,GWALIOR JN,23,1373
11102,GWL,GWALIOR JN,PUNE,PUNE JN.,23,1373
11103,JHS,JHANSI JN,BDTS,BANDRA TERMI,21,1321
11104,BDTS,BANDRA TERMI,JHS,JHANSI JN,21,1321
11107,GWL,GWALIOR JN,BSB,VARANASI JN.,31,629
11108,BSB,VARANASI JN.,GWL,GWALIOR JN,37,629
11109,JHS,JHANSI JN,LJN,LUCKNOW JN.,11,291
11110,LJN,LUCKNOW JN.,JHS,JHANSI JN,11,291
11111,GWL,GWALIOR JN,BLP,"BALRAMPUR,",12,939
11112,BLP,"BALRAMPUR,",GWL,GWALIOR JN,12,941
11123,BJU,BARAUNI JN.,GWL,GWALIOR JN,49,1051
11124,GWL,GWALIOR JN,BJU,BARAUNI JN.,49,1054
11125,INDB,INDORE BG,GWL,GWALIOR JN,11,561
11126,GWL,GWALIOR JN,INDB,INDORE BG,11,561
11201,LTT,LOKMANYA TIL,AJNI,AJNI,26,1015
11202,AJNI,AJNI,LTT,LOKMANYA TIL,26,1015
11203,NGP,NAGPUR JN.(C,JP,JAIPUR JN.,28,1340
11204,JP,JAIPUR JN.,NGP,NAGPUR JN.(C,28,1340
11205,LTT,LOKMANYA TIL,NZB,NIZAMABAD,20,699
11206,NZB,NIZAMABAD,LTT,LOKMANYA TIL,20,699
11265,JBP,JABALPUR,ABKP,AMBIKAPUR,14,432
11266,ABKP,AMBIKAPUR,JBP,JABALPUR,14,434
11272,BPL,BHOPAL,ET,ITARSI,47,737
11301,CSMT,CST-MUMBAI,SBC,KRANTIVIRA S,35,1154
11302,SBC,KRANTIVIRA S,CSMT,CST-MUMBAI,34,1154
11303,HYB,HYDERABAD DE,KOP,CHHATRAPATI,38,989
11304,KOP,CHHATRAPATI,HYB,HYDERABAD DE,38,987
11307,GR,GULBARGA,HYB,HYDERABAD DE,7,221
11308,HYB,HYDERABAD DE,GR,GULBARGA,7,223
11309,SUR,SOLAPUR,MRJ,MIRAJ JN.,14,267
11310,MRJ,MIRAJ JN.,SUR,SOLAPUR,14,267
11401,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(C,34,1053
11402,NGP,NAGPUR JN.(C,CSMT,CST-MUMBAI,34,1052
11403,NGP,NAGPUR JN.(C,KOP,CHHATRAPATI,22,1026
11404,KOP,CHHATRAPATI,NGP,NAGPUR JN.(C,22,1026
11405,PUNE,PUNE JN.,AMI,AMRAVATI,18,811
11406,AMI,AMRAVATI,PUNE,PUNE JN.,18,812
11407,PUNE,PUNE JN.,LJN,LUCKNOW JN.,17,1478
11408,LJN,LUCKNOW JN.,PUNE,PUNE JN.,17,1478
11423,SUR,SOLAPUR,UBL,HUBLI JN.,14,357
11424,UBL,HUBLI JN.,SUR,SOLAPUR,14,356
11447,JBP,JABALPUR,HWH,HOWRAH JN.,45,1156
11448,HWH,HOWRAH JN.,JBP,JABALPUR,46,1155
11449,JBP,JABALPUR,SVDK,SHRI MATA VA,34,1561
11450,SVDK,SHRI MATA VA,JBP,JABALPUR,31,1564
11463,SMNH,SOMNATH,JBP,JABALPUR,50,1416
11464,JBP,JABALPUR,SMNH,SOMNATH,50,1417
11465,SMNH,SOMNATH,JBP,JABALPUR,49,1572
11466,JBP,JABALPUR,SMNH,SOMNATH,50,1575
11651,JBP,JABALPUR,SGRL,SINGRAULI,14,344
11652,SGRL,SINGRAULI,JBP,JABALPUR,14,345
11701,JBP,JABALPUR,INDB,INDORE BG,16,751
11702,INDB,INDORE BG,JBP,JABALPUR,16,751
11703,REWA,REWA,DADN,MHOW,20,823
11704,DADN,MHOW,REWA,REWA,20,821
11801,JHS,JHANSI JN,ETW,ETAWAH,6,215
11802,ETW,ETAWAH,JHS,JHANSI JN,6,215
11901,MTJ,MATHURA JN.,KKDE,KURUKSHETRA,13,292
11902,KKDE,KURUKSHETRA,MTJ,MATHURA JN.,13,294
12001,HBJ,HABIBGANJ,NDLS,NEW DELHI,10,688
12002,NDLS,NEW DELHI,HBJ,HABIBGANJ,10,690
12003,LJN,LUCKNOW JN.,NDLS,NEW DELHI,7,504
12004,NDLS,NEW DELHI,LJN,LUCKNOW JN.,7,504
12005,NDLS,NEW DELHI,KLK,KALKA,5,268
12006,KLK,KALKA,NDLS,NEW DELHI,5,268
12007,MAS,CHENNAI CENT,MYS,MYSORE JN.,4,498
12008,MYS,MYSORE JN.,MAS,CHENNAI CENT,4,499
12009,BCT,MUMBAI CENTR,ADI,AHMEDABAD,9,490
12010,ADI,AHMEDABAD,BCT,MUMBAI CENTR,9,490
12011,NDLS,NEW DELHI,KLK,KALKA,6,268
12012,KLK,KALKA,NDLS,NEW DELHI,6,268
12013,NDLS,NEW DELHI,ASR,AMRITSAR JN.,8,447
12014,ASR,AMRITSAR JN.,NDLS,NEW DELHI,8,447
12015,NDLS,NEW DELHI,AII,AJMER JN.,10,442
12016,AII,AJMER JN.,NDLS,NEW DELHI,10,442
12017,NDLS,NEW DELHI,DDN,DEHRA DUN,8,314
12018,DDN,DEHRA DUN,NDLS,NEW DELHI,8,314
12019,HWH,HOWRAH JN.,RNC,RANCHI,10,436
12020,RNC,RANCHI,HWH,HOWRAH JN.,10,434
12021,HWH,HOWRAH JN.,BBN,BARBIL,10,402
12022,BBN,BARBIL,HWH,HOWRAH JN.,11,401
12023,HWH,HOWRAH JN.,PNBE,PATNA JN.,14,530
12024,PNBE,PATNA JN.,HWH,HOWRAH JN.,14,531
12025,PUNE,PUNE JN.,SC,SECUNDERABAD,8,598
12026,SC,SECUNDERABAD,PUNE,PUNE JN.,8,598
12027,MAS,CHENNAI CENT,SBC,KRANTIVIRA S,4,360
12028,SBC,KRANTIVIRA S,MAS,CHENNAI CENT,4,361
12029,NDLS,NEW DELHI,ASR,AMRITSAR JN.,8,447
12030,ASR,AMRITSAR JN.,NDLS,NEW DELHI,8,447
12031,NDLS,NEW DELHI,ASR,AMRITSAR JN.,8,447
12032,ASR,AMRITSAR JN.,NDLS,NEW DELHI,8,447
12033,CNB,KANPUR CENTR,NDLS,NEW DELHI,5,430
12034,NDLS,NEW DELHI,CNB,KANPUR CENTR,4,430
12035,JP,JAIPUR JN.,AF,AGRA  FORT,4,240
12036,AF,AGRA  FORT,JP,JAIPUR JN.,4,240
12037,NDLS,NEW DELHI,LDH,LUDHIANA JN.,7,328
